"id";"category";"message";"location";"hash"
477;"app";"Минимальное количество файлов";"[""backend/modules/document/views/field-manage/_form-field.php""]";"bbbf1a6213b26440ece96aae93030f3d"
478;"app";"Максимальное количество файлов";"[""backend/modules/document/views/field-manage/_form-field.php""]";"bbbf1a6213b26440ece96aae93030f3d"
480;"app";"Сообщение ошибки если поле уже есть в БД.";"[""common/models/Field.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
487;"app";"Маска поля";"[""common/models/Field.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
488;"app";"Целое число (INT)";"[""common/models/extend/FieldExtend.php""]";"bbbf1a6213b26440ece96aae93030f3d"
489;"app";"Диапазон целых чисел (INT)";"[""common/models/extend/FieldExtend.php""]";"bbbf1a6213b26440ece96aae93030f3d"
490;"app";"Число (DOUBLE)";"[""common/models/extend/FieldExtend.php""]";"bbbf1a6213b26440ece96aae93030f3d"
491;"app";"Диапазон чисел с дробью (DOUBLE)";"[""common/models/extend/FieldExtend.php""]";"bbbf1a6213b26440ece96aae93030f3d"
492;"app";"Строка (STRING)";"[""common/models/extend/FieldExtend.php""]";"bbbf1a6213b26440ece96aae93030f3d"
493;"app";"Текст (TEXT)";"[""common/models/extend/FieldExtend.php""]";"bbbf1a6213b26440ece96aae93030f3d"
502;"app";"(не задано)";"[""common/models/forms/DocumentForm.php"",""common/models/forms/DocumentForm.php""]";"bbbf1a6213b26440ece96aae93030f3d"
503;"app";"Не верный номер телефона.";"[, ID = 6""]";"bbbf1a6213b26440ece96aae93030f3d"
504;"app";"Поле «{name}» должно быть числом от {min_val} до {max_val}.";"[""backend/modules/document/views/field-manage/_form-field.php"""]";"bbbf1a6213b26440ece96aae93030f3d"
505;"app";"Поле «{name}» должно содержать от {min_str} до {max_str} символов.";"[""backend/modules/document/views/field-manage/_form-field.php"""]";"bbbf1a6213b26440ece96aae93030f3d"
506;"app";"Поле «{name}» обязательно для заполнения.";"[""backend/modules/document/views/field-manage/_form-field.php"",""backend/modules/document/views/field-manage/_form-field.php"",""backend/modules/document/views/field-manage/_form-field.php"""]";"bbbf1a6213b26440ece96aae93030f3d"
507;"app";"Поле «{name}» должно быть уникально.";"[""backend/modules/document/views/field-manage/_form-field.php"",""backend/modules/document/views/field-manage/_form-field.php"""]";"bbbf1a6213b26440ece96aae93030f3d"
508;"app";"Поле «{name}» должно быть от {min_val} до {max_val}.";"[""backend/modules/document/views/field-manage/_form-field.php""]";"bbbf1a6213b26440ece96aae93030f3d"
513;"app";"Поле не является числом.";"[""common/models/forms/DocumentForm.php""]";"bbbf1a6213b26440ece96aae93030f3d"
514;"app";"Поле не является email адресом.";"[""common/models/forms/DocumentForm.php""]";"bbbf1a6213b26440ece96aae93030f3d"
515;"app";"Поле не является ссылкой.";"[""common/models/forms/DocumentForm.php""]";"bbbf1a6213b26440ece96aae93030f3d"
516;"app";"Поле не является YuoTube ссылкой.";"[""common/models/forms/DocumentForm.php""]";"bbbf1a6213b26440ece96aae93030f3d"
517;"app";"Поле обязательно для заполнения.";"[""console/migrations/m000000_000002_cms_shop.php"""]";"bbbf1a6213b26440ece96aae93030f3d"
518;"app";"Поле должно быть уникально.";"[""console/migrations/m000000_000002_cms_shop.php"""]";"bbbf1a6213b26440ece96aae93030f3d"
519;"app";"Минимальное числовое значение {min_val}.";"[""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
520;"app";"Максимальное числовое значение {max_val}.";"[""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
521;"app";"Поле должно быть числом от {min_val} до {max_val}.";"[""console/migrations/m000000_000002_cms_shop.php"""]";"bbbf1a6213b26440ece96aae93030f3d"
524;"app";"Поле должно содержать от {min_str} до {max_str} символов.";"[""console/migrations/m000000_000002_cms_shop.php"""]";"bbbf1a6213b26440ece96aae93030f3d"
525;"app";"<span class=""text-danger"">Ответить <i class=""fas fa-user-times""></i></span>";"[""frontend/views/templates/comment/__buttons-comment.php""]";"bbbf1a6213b26440ece96aae93030f3d"
526;"app";"Добавить комментарий <i class=""fas fa-user-times""></i>";"[""frontend/views/templates/comment/_button-new-comment.php""]";"bbbf1a6213b26440ece96aae93030f3d"
527;"app";"Отображение подсказки для поля, аналогочно этой, или др. настройкам.";"[""backend/modules/document/views/field-manage/_form-field.php""]";"bbbf1a6213b26440ece96aae93030f3d"
528;"app";"Сообщение ошибки если поле не заполнено";"[""common/models/Field.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
529;"app";"Сообщение ошибки если поле не соответствует значениям";"[""common/models/Field.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
530;"app";"Минимальное количество символов {min_str}";"[""common/models/Field.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
531;"app";"Максимальное количество символов {max_str}";"[""common/models/Field.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
532;"app";"Сообщение ошибки если поле не соответствует кол-ву символов";"[""common/models/Field.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
533;"app";"Подсказка для поля";"[""common/models/Field.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
534;"app";"Поиск";"[""frontend/web/assets/918457c8/_search-form.php"",""frontend/views/templates/control/views/youtube/_search-form.php"",""frontend/views/templates/control/views/article/_search-form.php"",""frontend/views/templates/control/views/_default/_search-form.php"",""frontend/views/templates/control/views/product/_search-form.php""]";"bbbf1a6213b26440ece96aae93030f3d"
535;"app";"Сброс";"[""frontend/web/assets/918457c8/_search-form.php"",""frontend/views/templates/control/views/youtube/_search-form.php"",""frontend/views/templates/control/views/article/_search-form.php"",""frontend/views/templates/control/views/_default/_search-form.php"",""frontend/views/templates/control/views/product/_search-form.php""]";"bbbf1a6213b26440ece96aae93030f3d"
536;"app";"Не отправлено свойство video_link или video_id.";"[""frontend/web/assets/b297aa99/components/YouTubeData.php""]";"bbbf1a6213b26440ece96aae93030f3d"
537;"app";"Видео не найдено.";"[""frontend/web/assets/b297aa99/components/YouTubeData.php""]";"bbbf1a6213b26440ece96aae93030f3d"
538;"app";"Использовать в фильтре";"[""common/models/Field.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
539;"app";"Разрешить фильтр по полям шаблона";"[""common/models/Template.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
541;"app";"Комментарии:";"[""common/widgets/Comment/Comment.php""]";"bbbf1a6213b26440ece96aae93030f3d"
542;"app";"Только для элементов.";"[""backend/modules/document/views/template-manage/_form-template.php"",""backend/modules/document/views/template-manage/_form-template.php"",""backend/modules/document/views/template-manage/_form-template.php""]";"bbbf1a6213b26440ece96aae93030f3d"
543;"app";"Параметры";"[""common/models/ValueString.php"",""common/models/ValueText.php"",""common/models/ValueInt.php"",""common/models/ValueFile.php"",""common/models/ValueNumeric.php"",""console/migrations/m000000_000002_cms_shop.php"",""console/migrations/m000000_000002_cms_shop.php"",""console/migrations/m000000_000002_cms_shop.php"",""console/migrations/m000000_000002_cms_shop.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
545;"app";"Просмотр";"[""frontend/views/site/show-image.php""]";"bbbf1a6213b26440ece96aae93030f3d"
546;"app";"Шаблоны представлений";"[""backend/modules/document/views/template-manage/_grid-templates-block.php""]";"bbbf1a6213b26440ece96aae93030f3d"
547;"app";"Поля шаблона";"[""backend/modules/document/views/template-manage/_grid-templates-block.php"",""backend/modules/document/views/template-manage/_grid-templates-block.php""]";"bbbf1a6213b26440ece96aae93030f3d"
548;"app";"Шаблон элемента";"[""backend/modules/document/views/template-view-manage/modal-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
549;"app";"Шаблон элемента в списке";"[""backend/modules/document/views/template-view-manage/modal-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
550;"app";"Шаблон элемента в корзине";"[""backend/modules/document/views/template-view-manage/modal-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
551;"app";"Используемые поля.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
552;"app";"Возможные значения";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
553;"app";"Для всех используемых полей.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
554;"app";"<strong>{_ПОЛЕ_}</strong> - вывод названия поля.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
555;"app";"<strong>{=ПОЛЕ=}</strong> - вывод значения поля.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
556;"app";"Встроенные поля - ""Наименование"", ""Заголовок"", ""Алиас"", ""Аннотация"", ""Содержание"" (без кавычек).";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
557;"app";"<strong>{~_ПОЛЕ_~}</strong> - вывод названия поля.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
558;"app";"<strong>{~=ПОЛЕ=~}</strong> - вывод значения поля.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
559;"app";"Встроенные блоки.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
560;"app";"<strong>{!like!}</strong> - кнопка ""Нравиться"".";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
561;"app";"<strong>{!like-dislike!}</strong> - кнопки ""Нравиться"" и ""Не нравиться"".";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
562;"app";"<strong>{!stars!}</strong> - рейтинг.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
563;"app";"<strong>{!comments!}</strong> - блок комментариев.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
564;"app";"Изображение.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
565;"app";"<strong>{^_ПОЛЕ_^}</strong> - вывод изображения в блоке.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
566;"app";"<strong>{^=ПОЛЕ=^}</strong> - вывод изображения в модальном окне.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
567;"app";"Видео YouTube.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
568;"app";"<strong>{^_ПОЛЕ_^}</strong> - вывод превью.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
569;"app";"<strong>{^=ПОЛЕ=^}</strong> - вывод видео.";"[""backend/modules/document/views/template-view-manage/_form-template-view.php""]";"bbbf1a6213b26440ece96aae93030f3d"
570;"app";"Страница элемента";"[""backend/modules/document/views/template-view-manage/__template-buttons.php""]";"bbbf1a6213b26440ece96aae93030f3d"
571;"app";"Элемент в списке";"[""backend/modules/document/views/template-view-manage/__template-buttons.php""]";"bbbf1a6213b26440ece96aae93030f3d"
572;"app";"Позиция (перед)";"[""common/models/Document.php"",""common/models/Field.php"",""console/migrations/m000000_000002_cms_shop.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
573;"app";"Поля отсутствуют.";"[""common/models/extend/TemplateViewExtend.php""]";"bbbf1a6213b26440ece96aae93030f3d"
574;"app";"Данных не найдено.";"[""common/models/extend/DocumentExtend.php"",""common/models/extend/DocumentExtend.php""]";"bbbf1a6213b26440ece96aae93030f3d"
575;"app";"Поля и сообщения";"[""common/models/extend/TemplateExtend.php""]";"bbbf1a6213b26440ece96aae93030f3d"
576;"app";"Тип представления";"[""common/models/TemplateView.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
577;"app";"Представление";"[""common/models/TemplateView.php"",""console/migrations/m000000_000002_cms_shop.php""]";"bbbf1a6213b26440ece96aae93030f3d"
